"doi","tittle","author","year","journal","country","iso_3","locality","continent","longitude","latitude","farm_type","sample_type","host","age","antimicrobial","antimicrobial_compound","antimicrobial_class","who_classification","no_isolates_resistant","no_isolates_intermidiate","no_isolates_susceptible","percent_resistant","percent_intermediate","percent_susceptible","no_isolates","pathogen","strain","odd_ratio","p_value","mic_breakpoint_mg_m_l","mic_minimum_ihibitory_concentration_mg_m_l","production_system","sampling_start_date","sampling_end_date","no_samples","no_isolates_resistant_to_more_than_one_antimicrobial","prevalence_percent","controls_strain","method","no_organic_production_farms","no_conventonal_production_farms","withdrawal_period_in_years_of_antimicrobials_prior_to_experiment","guidelines","statistical_analyses","laboratory_test","farm_characteristics","notes"
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Ceftazadime","CAZI","3rd_gen cephalosporin","Critically important",NA,0,NA,2,0,98,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Chloromphenicol","CHL","Amphenicol","Highly important",NA,0,NA,0.8,0,99.2,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Ciprofloxacin","CIP","Quinolones","Critically important",NA,0,NA,5,0,95,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Colistin","CST","Polymyxins","Critically important",NA,0,NA,2,0,98,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Florfenicol","FLO","Amphenicol","Highly important",NA,0,NA,0,0,100,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Gentamycin","GEN","Aminoglycoside","Critically important",NA,0,NA,0.8,0,99.2,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Nalidixic acid","NAL","Quinolones","Critically important",NA,0,NA,5,0,95,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Streptomycin","STR","Aminoglycoside","Critically important",NA,0,NA,40,0,60,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Sulfamethaxazole","SMZ","Sulfonamide","Highly important",NA,0,NA,34,0,66,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Tetracycline","TET","Tetracycline","Highly important",NA,0,NA,21,0,79,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Feacal","Cattle","<2years","Trimethoprim","TMP","Sulfonamide","Highly important",NA,0,NA,5,0,95,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Ampicillin","AMP","Penicillin","Critically important",NA,0,NA,25,0,75,725,"E.coli","","","0.17","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Cefotaxime","CTX","3rd_gen cephalosporin","Critically important",NA,0,NA,0,0,100,725,"E.coli","","","1","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Ceftazadime","CAZI","3rd_gen cephalosporin","Critically important",NA,0,NA,2,0,98,725,"E.coli","","","0.68","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Chloromphenicol","CHL","Amphenicol","Highly important",NA,0,NA,6,0,94,725,"E.coli","","","0.02","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Ciprofloxacin","CIP","Quinolones","Critically important",NA,0,NA,3,0,97,725,"E.coli","","","0.75","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Colistin","CST","Polymyxins","Critically important",NA,0,NA,7,0,93,725,"E.coli","","","0.06","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Florfenicol","FLO","Amphenicol","Highly important",NA,0,NA,0,0,100,725,"E.coli","","","NA","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Gentamycin","GEN","Aminoglycoside","Critically important",NA,0,NA,0,0,100,725,"E.coli","","","1","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Nalidixic acid","NAL","Quinolones","Critically important",NA,0,NA,3,0,97,725,"E.coli","","","0.5","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Streptomycin","STR","Aminoglycoside","Critically important",NA,0,NA,30,0,70,725,"E.coli","","","0.09","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Sulfamethaxazole","SMZ","Sulfonamide","Highly important",NA,0,NA,29,0,71,725,"E.coli","","","0.5","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Tetracycline","TET","Tetracycline","Highly important",NA,0,NA,20,0,80,725,"E.coli","","","0.88","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Feacal","Cattle","<2years","Trimethoprim","TMP","Sulfonamide","Highly important",NA,0,NA,7,0,93,725,"E.coli","","","0.4","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Ampicillin","AMP","Penicillin","Critically important",NA,0,NA,9,0,91,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Cefotaxime","CTX","3rd_gen cephalosporin","Critically important",NA,0,NA,0,0,100,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Ceftazadime","CAZI","3rd_gen cephalosporin","Critically important",NA,0,NA,0,0,100,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Chloromphenicol","CHL","Amphenicol","Highly important",NA,0,NA,2,0,98,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Ciprofloxacin","CIP","Quinolones","Critically important",NA,0,NA,2,0,98,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Colistin","CST","Polymyxins","Critically important",NA,0,NA,2,0,98,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Florfenicol","FLO","Amphenicol","Highly important",NA,0,NA,0,0,100,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Gentamycin","GEN","Aminoglycoside","Critically important",NA,0,NA,2,0,98,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Nalidixic acid","NAL","Quinolones","Critically important",NA,0,NA,4,0,96,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Streptomycin","STR","Aminoglycoside","Critically important",NA,0,NA,13,0,87,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Sulfamethaxazole","SMZ","Sulfonamide","Highly important",NA,0,NA,17,0,83,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Tetracycline","TET","Tetracycline","Highly important",NA,0,NA,11,0,89,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Conventional","Manure","Environment","","Trimethoprim","TMP","Sulfonamide","Highly important",NA,0,NA,8,0,92,725,"E.coli","","","","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Ampicillin","AMP","Penicillin","Critically important",NA,0,NA,12,0,88,725,"E.coli","","","0.52","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Cefotaxime","CTX","3rd_gen cephalosporin","Critically important",NA,0,NA,0,0,100,725,"E.coli","","","NA","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Ceftazadime","CAZI","3rd_gen cephalosporin","Critically important",NA,0,NA,0,0,100,725,"E.coli","","","NA","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Chloromphenicol","CHL","Amphenicol","Highly important",NA,0,NA,0,0,100,725,"E.coli","","","1","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Ciprofloxacin","CIP","Quinolones","Critically important",NA,0,NA,0,0,100,725,"E.coli","","","1","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Colistin","CST","Polymyxins","Critically important",NA,0,NA,6,0,94,725,"E.coli","","","0.35","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Florfenicol","FLO","Amphenicol","Highly important",NA,0,NA,0,0,100,725,"E.coli","","","NA","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Gentamycin","GEN","Aminoglycoside","Critically important",NA,0,NA,0,0,100,725,"E.coli","","","1","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Nalidixic acid","NAL","Quinolones","Critically important",NA,0,NA,0,0,100,725,"E.coli","","","0.5","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Streptomycin","STR","Aminoglycoside","Critically important",NA,0,NA,14,0,86,725,"E.coli","","","1","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Sulfamethaxazole","SMZ","Sulfonamide","Highly important",NA,0,NA,12,0,88,725,"E.coli","","","0.58","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Tetracycline","TET","Tetracycline","Highly important",NA,0,NA,14,0,86,725,"E.coli","","","77","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"DOI: 10.3390/antibiotics9110834","Antimicrobial Resistance Patterns in Organic and Conventional Dairy Herds in Sweden","Sjostrom et al.",2020,"Antibiotics","Sweden","SWE","Sweden","Europe",60.200596,15.377992,"Organic","Manure","Environment","","Trimethoprim","TMP","Sulfonamide","Highly important",NA,0,NA,8,0,92,725,"E.coli","","","1","","","Dairy",NA,NA,NA,NA,NA,"","Micro-broth dillution",30,30,"","EUCAST","Fisher's exact test","","",""
"https://doi.org/10.3389/fmicb.2017.00955","Campylobacter coli in organic and conventional pig production in France and Sweden: prevalence and antimicrobial resistance","Kempf et al.",2017,"Fronntiers in microbiology","France","FRA","France","Europe",46.2276,2.2137,"Conventional","Colon","Pigs","","Tetracycline","TET","Tetracycline","Highly important",114,0,NA,93,0,7,263,"Campylobacter","C.coli","","<0.05",">2","","Pig",2012,2012,NA,NA,NA,"C.jejuni ACC 33560","Broth dillution",31,31,"","CLSI-M31-A3 and EUCAST","Fisher's test/chi square test and logistic regression","Detection of erm(B) genes","","Cordinates estimated usin google maps"
"https://doi.org/10.3389/fmicb.2017.00955","Campylobacter coli in organic and conventional pig production in France and Sweden: prevalence and antimicrobial resistance","Kempf et al.",2017,"Fronntiers in microbiology","France","FRA","France","Europe",46.2276,2.2137,"Conventional","Colon","Pigs","","Erythromycin","ERY","Macrolide","Critically important",62,0,NA,50,0,50,263,"Campylobacter","C.coli","","<0.05",">8","","Pig",2012,2012,NA,NA,NA,"C.jejuni ACC 33560","Broth dillution",31,31,"","CLSI-M31-A3 and EUCAST","Fisher's test/chi square test and logistic regression","","","Cordinates estimated usin google maps"
"https://doi.org/10.3389/fmicb.2017.00955","Campylobacter coli in organic and conventional pig production in France and Sweden: prevalence and antimicrobial resistance","Kempf et al.",2017,"Fronntiers in microbiology","France","FRA","France","Europe",46.2276,2.2137,"Conventional","Colon","Pigs","","Nalidixic acid","NAL","Quinolones","Critically important",53,0,NA,43,0,57,263,"Campylobacter","C.coli","","<0.05",">16","","Pig",2012,2012,NA,NA,NA,"C.jejuni ACC 33560","Broth dillution",31,31,"","CLSI-M31-A3 and EUCAST","Fisher's test/chi square test and logistic regression","","","Cordinates estimated usin google maps"
"https://doi.org/10.3389/fmicb.2017.00955","Campylobacter coli in organic and conventional pig production in France and Sweden: prevalence and antimicrobial resistance","Kempf et al.",2017,"Fronntiers in microbiology","France","FRA","France","Europe",46.2276,2.2137,"Conventional","Colon","Pigs","","Ciprofloxacin","CIP","Quinolones","Critically important",53,0,NA,43,0,57,263,"Campylobacter","C.coli","","<0.05",">0.5","","Pig",2012,2012,NA,NA,NA,"C.jejuni ACC 33560","Broth dillution",31,31,"","CLSI-M31-A3 and EUCAST","Fisher's test/chi square test and logistic regression","","","Cordinates estimated usin google maps"
"https://doi.org/10.3389/fmicb.2017.00955","Campylobacter coli in organic and conventional pig production in France and Sweden: prevalence and antimicrobial resistance","Kempf et al.",2017,"Fronntiers in microbiology","France","FRA","France","Europe",46.2276,2.2137,"Conventional","Colon","Pigs","","Streptomycin","STR","Aminoglycoside","Critically important",88,0,NA,72,0,28,263,"Campylobacter","C.coli","","<0.05",">4","","Pig",2012,2012,NA,NA,NA,"C.jejuni ACC 33560","Broth dillution",31,31,"","CLSI-M31-A3 and EUCAST","Fisher's test/chi square test and logistic regression","","","Cordinates estimated usin google maps"
"https://doi.org/10.3389/fmicb.2017.00955","Campylobacter coli in organic and conventional pig production in France and Sweden: prevalence and antimicrobial resistance","Kempf et al.",2017,"Fronntiers in microbiology","France","FRA","France","Europe",46.2276,2.2137,"Conventional","Colon","Pigs","","Gentamycin","GEN","Aminoglycoside","Critically important",1,0,NA,1,0,99,263,"Campylobacter","C.coli","","<0.05",">2","","Pig",2012,2012,NA,NA,NA,"C.jejuni ACC 33560","Broth dillution",31,31,"","CLSI-M31-A3 and EUCAST","Fisher's test/chi square test and logistic regression","","","Cordinates estimated usin google maps"
