"doi","tittle","author","year","author_year","journal","country","iso_3","locality","continent","longitude","latitude","farm_type","sample_type","sampling_end_date","host","age","antimicrobial","antimicrobial_compound","antimicrobial_class","who_classification","mode_of_action","no_isolates_resistant","no_isolates_intermidiate","no_isolates_susceptible","no_isolates","percent_resistant","percent_intermediate","percent_susceptible","pathogen","strain","odd_ratio","p_value","mic_breakpoint_mg_m_l","mic_minimum_ihibitory_concentration_mg_m_l","production_system","sampling_start_date","no_samples","no_isolates_resistant_to_more_than_one_antimicrobial","prevalence_percent","controls_strain","method","no_organic_production_farms","no_conventonal_production_farms","withdrawal_period_in_years_of_antimicrobials_prior_to_experiment","guidelines","statistical_analyses","laboratory_test","farm_characteristics","notes"
"DOI: 10.1128/AEM.72.5.3600-3607.2006","Effect of conventional and organic production practices on the prevalence and antimicrobial resistance of Campylobacter spp. in poultry","Luangtongkum et al.",2006,"Luangtongkum 2006","Applied and environmental microbiology","United States of America","USA","Ohio","North America",40.398782,-83.402171,"Conventional","Meat",2002,"Chicken","","Erythromycin","ERY","Macrolide","Critically important","Bacteriostatic",114,0,580,694,89.06,0,10.94,"Campylobacter","C.coli","","",">=8","","Poultry",2000,345,NA,NA,"C.jejuni ATCC 33560","Agar dillution",NA,NA,"","CLSI","","","",""
"DOI: 10.1128/AEM.72.5.3600-3607.2006","Effect of conventional and organic production practices on the prevalence and antimicrobial resistance of Campylobacter spp. in poultry","Luangtongkum et al.",2006,"Luangtongkum 2006","Applied and environmental microbiology","United States of America","USA","Ohio","North America",40.398782,-83.402171,"Organic","Meat",2002,"Chicken","","Erythromycin","ERY","Macrolide","Critically important","Bacteriostatic",15,0,679,694,13.04,0,86.96,"Campylobacter","C.coli","","",">=8","","Poultry",2000,345,NA,NA,"C.jejuni ATCC 33560","Agar dillution",NA,NA,"","CLSI","","","",""
"DOI: 10.1128/AEM.72.5.3600-3607.2006","Effect of conventional and organic production practices on the prevalence and antimicrobial resistance of Campylobacter spp. in poultry","Luangtongkum et al.",2006,"Luangtongkum 2006","Applied and environmental microbiology","United States of America","USA","Ohio","North America",40.398782,-83.402171,"Conventional","Meat",2002,"Chicken","","Ciprofloxacin","CIP","Quinolones","Critically important","Bactericidal",84,0,610,694,65.63,0,34.37,"Campylobacter","C.coli","","",">=4","","Poultry",2000,345,NA,NA,"C.jejuni ATCC 33560","Agar dillution",NA,NA,"","CLSI","","","",""
"DOI: 10.1128/AEM.72.5.3600-3607.2006","Effect of conventional and organic production practices on the prevalence and antimicrobial resistance of Campylobacter spp. in poultry","Luangtongkum et al.",2006,"Luangtongkum 2006","Applied and environmental microbiology","United States of America","USA","Ohio","North America",40.398782,-83.402171,"Organic","Meat",2002,"Chicken","","Ciprofloxacin","CIP","Quinolones","Critically important","Bactericidal",1,0,693,694,0.87,0,99.13,"Campylobacter","C.coli","","",">=4","","Poultry",2000,345,NA,NA,"C.jejuni ATCC 33560","Agar dillution",NA,NA,"","CLSI","","","",""
"DOI: 10.1128/AEM.72.5.3600-3607.2006","Effect of conventional and organic production practices on the prevalence and antimicrobial resistance of Campylobacter spp. in poultry","Luangtongkum et al.",2006,"Luangtongkum 2006","Applied and environmental microbiology","United States of America","USA","Ohio","North America",40.398782,-83.402171,"Conventional","Meat",2002,"Chicken","","Norfloxacin","NOR","Quinolones","Critically important","Bactericidal",82,0,612,694,64.06,0,35.94,"Campylobacter","C.coli","","",">=16","","Poultry",2000,345,NA,NA,"C.jejuni ATCC 33560","Agar dillution",NA,NA,"","CLSI","","","",""
"DOI: 10.1128/AEM.72.5.3600-3607.2006","Effect of conventional and organic production practices on the prevalence and antimicrobial resistance of Campylobacter spp. in poultry","Luangtongkum et al.",2006,"Luangtongkum 2006","Applied and environmental microbiology","United States of America","USA","Ohio","North America",40.398782,-83.402171,"Organic","Meat",2002,"Chicken","","Norfloxacin","NOR","Quinolones","Critically important","Bactericidal",1,0,693,694,0.87,0,99.13,"Campylobacter","C.coli","","",">=16","","Poultry",2000,345,NA,NA,"C.jejuni ATCC 33560","Agar dillution",NA,NA,"","CLSI","","","",""
"DOI: 10.1128/AEM.72.5.3600-3607.2006","Effect of conventional and organic production practices on the prevalence and antimicrobial resistance of Campylobacter spp. in poultry","Luangtongkum et al.",2006,"Luangtongkum 2006","Applied and environmental microbiology","United States of America","USA","Ohio","North America",40.398782,-83.402171,"Conventional","Meat",2002,"Chicken","","Nalidixic acid","NAL","Quinolones","Critically important","Bactericidal",82,0,612,694,64.06,0,35.94,"Campylobacter","C.coli","","",">=32","","Poultry",2000,345,NA,NA,"C.jejuni ATCC 33560","Agar dillution",NA,NA,"","CLSI","","","",""
"DOI: 10.1128/AEM.72.5.3600-3607.2006","Effect of conventional and organic production practices on the prevalence and antimicrobial resistance of Campylobacter spp. in poultry","Luangtongkum et al.",2006,"Luangtongkum 2006","Applied and environmental microbiology","United States of America","USA","Ohio","North America",40.398782,-83.402171,"Organic","Meat",2002,"Chicken","","Nalidixic acid","NAL","Quinolones","Critically important","Bactericidal",1,0,693,694,0.87,0,99.13,"Campylobacter","C.coli","","",">=32","","Poultry",2000,345,NA,NA,"C.jejuni ATCC 33560","Agar dillution",NA,NA,"","CLSI","","","",""
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Organic","cloacal and skin",NA,"Chicken","","Ampicillin","AMP","Amino-penicillin","Critically important","Bactericidal",101,12,27,140,72.1,8.6,19.3,"E.coli","","","","","10","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Organic","cloacal and skin",NA,"Chicken","","Ceftazadime","CAZI","3rd_gen cephalosporin","Critically important","Bactericidal",8,2,130,140,5.7,1.4,92.9,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Organic","cloacal and skin",NA,"Chicken","","Cefotaxime","CTX","3rd_gen cephalosporin","Critically important","Bactericidal",34,4,102,140,24.3,2.9,72.9,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Organic","cloacal and skin",NA,"Chicken","","Amoxicillin-clavulanic acid","AMC","Aminopenicillin - betalactamase inhibitors","Critically important","Bactericidal",44,16,80,140,31.4,11.4,57.1,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Organic","cloacal and skin",NA,"Chicken","","Nalidixic acid","NAL","Quinolones","Critically important","Bactericidal",55,3,83,141,39.3,1.4,59.3,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Organic","cloacal and skin",NA,"Chicken","","Ciprofloxacin","CIP","Quinolones","Critically important","Bactericidal",33,24,83,140,23.6,17.1,59.3,"E.coli","","","","","5","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Organic","cloacal and skin",NA,"Chicken","","Trimethoprim-Sulfamethaxazole","TMP-SMZ","Sulfonamide","Highly important","Bacteriostatic",35,4,101,140,25,2.9,72.1,"E.coli","","","","","25","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Organic","cloacal and skin",NA,"Chicken","","Tetracycline","TET","Tetracycline","Highly important","Bacteriostatic",92,5,43,140,65.7,3.6,30.7,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Organic","cloacal and skin",NA,"Chicken","","Gentamycin","GEN","Aminoglycoside","Critically important","Bactericidal",10,5,125,140,7.1,3.6,89.3,"E.coli","","","","","10","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Conventional","cloacal and skin",NA,"Chicken","","Ampicillin","AMP","Amino-penicillin","Critically important","Bactericidal",121,3,11,135,89.6,2.2,8.1,"E.coli","","","","","10","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Conventional","cloacal and skin",NA,"Chicken","","Ceftazadime","CAZI","3rd_gen cephalosporin","Critically important","Bactericidal",24,10,101,135,17.8,7.4,74.8,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Conventional","cloacal and skin",NA,"Chicken","","Cefotaxime","CTX","3rd_gen cephalosporin","Critically important","Bactericidal",59,5,71,135,43.7,3.7,52.6,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Conventional","cloacal and skin",NA,"Chicken","","Amoxicillin-clavulanic acid","AMC","Aminopenicillin - betalactamase inhibitors","Critically important","Bactericidal",57,24,54,135,42.2,17.8,40,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Conventional","cloacal and skin",NA,"Chicken","","Nalidixic acid","NAL","Quinolones","Critically important","Bactericidal",78,4,53,135,57.8,3,39.3,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Conventional","cloacal and skin",NA,"Chicken","","Ciprofloxacin","CIP","Quinolones","Critically important","Bactericidal",60,28,47,135,44.4,20.7,34.8,"E.coli","","","","","5","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Conventional","cloacal and skin",NA,"Chicken","","Trimethoprim-Sulfamethaxazole","TMP-SMZ","Sulfonamide","Highly important","Bacteriostatic",84,1,50,135,62.2,0.7,37,"E.coli","","","","","25","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Conventional","cloacal and skin",NA,"Chicken","","Tetracycline","TET","Tetracycline","Highly important","Bacteriostatic",93,0,42,135,68.9,0,31.1,"E.coli","","","","","30","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"doi: 10.3390/ani10071215","Antimicrobial susceptibility of Escherichia coli and ESBL-producing Escherichia coli diffusion in conventional, organic and antibiotic-free meat chickens at slaughter","Musa et al.",2020,"Musa 2020","Animals","Italy","ITA","Perugia","Europe",43.104258,12.381181,"Conventional","cloacal and skin",NA,"Chicken","","Gentamycin","GEN","Aminoglycoside","Critically important","Bactericidal",23,1,111,135,17,0.7,82.2,"E.coli","","","","","10","Poultry",NA,NA,NA,NA,"","Microdillution",NA,NA,"","CLSI","","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Ciprofloxacin","CIP","Quinolones","Critically important","Bactericidal",16,1,35,52,30.8,1.9,67.3,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Tetracycline","TET","Tetracycline","Highly important","Bacteriostatic",35,0,17,52,67.3,0,32.7,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Erythromycin","ERY","Macrolide","Critically important","Bacteriostatic",23,8,21,52,44.2,15.4,40.4,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Rifampicin","RMP","Ansamycin","Critically important","Bactericidal",24,10,18,52,46.2,18.2,34.6,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Gentamycin","GEN","Aminoglycoside","Critically important","Bactericidal",3,0,49,52,5.8,0,94.2,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Vancomycin","VAN","Glycopeptides","Critically important","Bactericidal",0,1,51,52,0,1.9,98.1,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Teicoplanin","TEC","Glycopeptides","Critically important","Bactericidal",0,0,52,52,0,0,100,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Nitrofurantoin","NIT","Nitrofuran derivatives","Important","Bactericidal",5,5,42,52,9.6,9.6,80.8,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Quinopristin-dalfopristin","Q-D","Streptogramins","Highly important","Bactericidal",17,14,21,52,32.7,26.9,40.4,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Tigecycline","TGC","Glycylcyclines","Critically important","Bacteriostatic",0,0,52,52,0,0,100,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Conventional","Carcass",2016,"Chicken","","Linezolid","LZD","Oxazolidinones","Critically important","Bacteriostatic",2,13,37,52,3.8,25,71.2,"Enterococcus","","","","","","Poultry",NA,72,52,75,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Ciprofloxacin","CIP","Quinolones","Critically important","Bactericidal",5,1,46,52,9.2,1.9,88.5,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Tetracycline","TET","Tetracycline","Highly important","Bacteriostatic",40,1,11,52,76.9,1.9,21.2,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Erythromycin","ERY","Macrolide","Critically important","Bacteriostatic",9,22,21,52,17.3,42.3,40.4,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Rifampicin","RMP","Ansamycin","Critically important","Bactericidal",21,17,14,52,40.4,32.7,26.9,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Gentamycin","GEN","Aminoglycoside","Critically important","Bactericidal",1,0,51,52,1.9,0,98.1,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Vancomycin","VAN","Glycopeptides","Critically important","Bactericidal",0,0,52,52,0,0,100,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Teicoplanin","TEC","Glycopeptides","Critically important","Bactericidal",0,0,52,52,0,0,100,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Nitrofurantoin","NIT","Nitrofuran derivatives","Important","Bactericidal",1,7,44,52,1.9,13.5,84.6,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Quinopristin-dalfopristin","Q-D","Streptogramins","Highly important","Bactericidal",18,17,17,52,34.6,32.7,32.7,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Tigecycline","TGC","Glycylcyclines","Critically important","Bacteriostatic",0,0,52,52,0,0,100,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.3382/ps/pex275","Comparison of the loads and antibiotic-resistance profiles of Enterococcus species from conventional and organic chicken carcasses in South Korea","Kim et al.",2018,"Kim 2018","Poultry science","South Korea","KOR","Seoul","Asia",37.551276,127.001857,"Organic","Carcass",2016,"Chicken","","Linezolid","LZD","Oxazolidinones","Critically important","Bacteriostatic",0,6,46,52,0,11.5,88.5,"Enterococcus","","","","","","Poultry",NA,72,52,80,"","Agar dillution",NA,NA,"","CLSI 2016","Fisher's exact test","","","significant p value p<0.05"
"DOI: 10.1089/fpd.2010.0665","Prevalence and antimicrobial resistance profile of Campylobacter spp. isolated from conventional and antimicrobial-free swine production systems from different US regions","Tadesse et al",2011,"Tadesse 2011","Foodborne pathogens and disease","United States of America","USA","Wisconsin","North America",44.556645,-90.035762,"Conventional","",2005,"Pigs","Finishing","Chloromphenicol","CHL","Amphenicol","Highly important","Bacteriostatic",3,0,377,380,1.4,0,98.6,"Campylobacter","","","","","","Pig",NA,NA,NA,56.3,"","Agar dillution",34,34,"","NCCLS 2002","","","",""
"DOI: 10.1089/fpd.2010.0665","Prevalence and antimicrobial resistance profile of Campylobacter spp. isolated from conventional and antimicrobial-free swine production systems from different US regions","Tadesse et al",2011,"Tadesse 2011","Foodborne pathogens and disease","United States of America","USA","Wisconsin","North America",44.556645,-90.035762,"Organic","",2005,"Pigs","Finishing","Chloromphenicol","CHL","Amphenicol","Highly important","Bacteriostatic",3,0,377,380,1.8,0,98.2,"Campylobacter","","","","","","Pig",NA,NA,NA,56.3,"","Agar dillution",34,34,"","NCCLS 2002","","","",""
